"unigram","bigram","freq"
"as","is",7
"as","some",7
"as","someone",7
"as","though",7
"at","an",7
"at","each",7
"at","every",7
"attached","to",7
"attack","on",7
"attempting","to",7
"available","at",7
"available","to",7
"away","and",7
"away","the",7
"back","down",7
"be","held",7
"be","it",7
"be","of",7
"be","one",7
"be","out",7
"beautiful","and",7
"because","if",7
"because","my",7
"because","that",7
"because","thats",7
"been","reading",7
"beer","i",7
"behind","my",7
"better","and",7
"billion","in",7
"blog","i",7
"blood","and",7
"brewing","company",7
"build","a",7
"building","a",7
"building","was",7
"but","have",7
"but","id",7
"but","ill",7
"but","theyre",7
"buy","the",7
"by","clicking",7
"by","our",7
"by","that",7
"by","then",7
"came","across",7
"can","even",7
"can","not",7
"cant","get",7
"cant","say",7
"cant","see",7
"capable","of",7
"card","with",7
"cards","in",7
"care","and",7
"case","in",7
"caused","by",7
"cell","phone",7
"center","in",7
"change","in",7
"character","and",7
"charged","with",7
"cheese","and",7
"china","and",7
"chunk","of",7
"city","and",7
"city","council",7
"class","and",7
"come","across",7
"come","and",7
"coming","back",7
"coming","out",7
"concerning","the",7
"considering","the",7
"copies","of",7
"could","also",7
"couldnt","help",7
"creates","a",7
"cut","it",7
"day","with",7
"days","before",7
"definition","of",7
"degree","of",7
"depends","on",7
"design","and",7
"didnt","like",7
"die","cut",7
"dinner","and",7
"do","in",7
"do","some",7
"does","have",7
"doesnt","it",7
"doing","something",7
"doing","that",7
"doing","the",7
"done","for",7
"done","this",7
"dont","believe",7
"dont","do",7
"dont","use",7
"dont","worry",7
"dream","of",7
"during","his",7
"early","s",7
"either","i",7
"else","to",7
"enjoyed","it",7
"enjoyed","the",7
"enjoying","the",7
"entered","the",7
"entirely","different",7
"equivalent","of",7
"european","union",7
"even","better",7
"events","and",7
"ever","so",7
"every","night",7
"everyone","who",7
"everything","is",7
"excited","and",7
"experience","and",7
"experience","the",7
"face","and",7
"faced","with",7
"fact","the",7
"faith","in",7
"far","too",7
"feel","it",7
"feeling","that",7
"felt","it",7
"felt","that",7
"felt","the",7
"few","hours",7
"fill","the",7
"find","myself",7
"finding","it",7
"finish","the",7
"first","step",7
"for","decades",7
"for","life",7
"for","no",7
"for","todays",7
"forgot","to",7
"friend","of",7
"friend","who",7
"friends","i",7
"from","and",7
"from","any",7
"from","different",7
"from","him",7
"from","me",7
"from","some",7
"from","work",7
"fun","with",7
"game","and",7
"game","was",7
"get","any",7
"get","started",7
"get","up",7
"getting","into",7
"getting","it",7
"given","that",7
"glad","i",7
"go","for",7
"goes","to",7
"good","but",7
"great","and",7
"great","i",7
"great","to",7
"great","way",7
"groups","of",7
"growing","and",7
"had","already",7
"had","done",7
"had","lost",7
"had","made",7
"had","more",7
"had","taken",7
"had","that",7
"had","two",7
"half","the",7
"hang","out",7
"hard","part",7
"has","actually",7
"has","brought",7
"has","come",7
"has","given",7
"has","its",7
"has","since",7
"have","already",7
"have","passed",7
"have","so",7
"have","time",7
"have","worked",7
"have","yet",7
"he","and",7
"he","asked",7
"he","got",7
"he","knows",7
"he","played",7
"he","replied",7
"heard","about",7
"heaven","and",7
"helped","the",7
"her","as",7
"her","back",7
"her","body",7
"her","daughter",7
"her","friends",7
"her","up",7
"here","that",7
"here","the",7
"his","house",7
"his","next",7
"his","way",7
"his","word",7
"home","after",7
"hoping","to",7
"host","of",7
"hours","and",7
"house","of",7
"how","does",7
"however","they",7
"i","admit",7
"i","adore",7
"i","call",7
"i","enjoyed",7
"i","figure",7
"i","forgot",7
"i","held",7
"i","kind",7
"i","learned",7
"i","lost",7
"i","met",7
"i","now",7
"i","once",7
"i","probably",7
"i","promise",7
"i","realize",7
"i","sit",7
"i","speak",7
"i","use",7
"i","woke",7
"i","worked",7
"ice","cream",7
"id","love",7
"ill","get",7
"im","looking",7
"im","sorry",7
"im","too",7
"im","very",7
"impact","on",7
"important","thing",7
"impressed","with",7
"in","charge",7
"in","february",7
"in","hand",7
"in","he",7
"in","late",7
"in","minutes",7
"in","question",7
"in","school",7
"in","september",7
"in","society",7
"in","town",7
"inability","to",7
"include","the",7
"inside","my",7
"into","her",7
"into","their",7
"invited","to",7
"is","by",7
"is","dead",7
"is","definitely",7
"is","doing",7
"is","done",7
"is","due",7
"is","full",7
"is","gone",7
"is","he",7
"is","here",7
"is","likely",7
"is","looking",7
"is","making",7
"is","out",7
"is","taking",7
"is","usually",7
"issues","and",7
"it","actually",7
"it","becomes",7
"it","before",7
"it","by",7
"it","must",7
"it","never",7
"it","over",7
"it","they",7
"it","we",7
"it","well",7
"it","went",7
"it","works",7
"its","hard",7
"its","more",7
"its","never",7
"itself","to",7
"ive","also",7
"ive","only",7
"job","and",7
"job","that",7
"just","an",7
"just","before",7
"just","for",7
"just","go",7
"key","to",7
"kids","in",7
"king","of",7
"know","of",7
"knows","what",7
"last","minute",7
"last","season",7
"law","of",7
"least","not",7
"leave","it",7
"leaving","a",7
"left","to",7
"let","her",7
"let","us",7
"life","was",7
"like","many",7
"like","most",7
"like","one",7
"like","we",7
"likes","to",7
"link","below",7
"list","and",7
"listened","to",7
"little","boy",7
"lives","in",7
"long","enough",7
"look","up",7
"lost","the",7
"lot","about",7
"lot","to",7
"love","for",7
"loved","the",7
"made","out",7
"made","them",7
"makes","sense",7
"making","sure",7
"man","of",7
"may","or",7
"me","an",7
"me","how",7
"me","into",7
"me","think",7
"me","this",7
"me","you",7
"means","to",7
"mental","health",7
"mention","the",7
"mentioned","in",7
"message","to",7
"minutes","later",7
"missed","the",7
"moment","i",7
"moment","of",7
"more","often",7
"more","the",7
"most","likely",7
"mother","was",7
"mouth","of",7
"move","to",7
"moved","in",7
"moved","on",7
"moving","on",7
"much","that",7
"my","brothers",7
"my","feet",7
"my","goal",7
"my","hand",7
"my","lovely",7
"my","soul",7
"my","tool",7
"myself","and",7
"name","and",7
"need","it",7
"need","the",7
"needed","a",7
"needs","a",7
"never","had",7
"new","home",7
"night","before",7
"no","need",7
"not","alone",7
"not","do",7
"not","go",7
"not","good",7
"not","making",7
"not","saying",7
"not","see",7
"not","this",7
"not","understand",7
"not","your",7
"now","but",7
"now","have",7
"now","he",7
"now","my",7
"now","on",7
"now","you",7
"number","and",7
"obsession","with",7
"of","action",7
"of","america",7
"of","christmas",7
"of","events",7
"of","everything",7
"of","making",7
"of","paper",7
"of","spring",7
"of","trying",7
"of","using",7
"of","view",7
"of","white",7
"of","words",7
"of","working",7
"off","as",7
"off","for",7
"off","from",7
"off","i",7
"off","on",7
"off","that",7
"officials","said",7
"oh","my",7
"on","another",7
"on","any",7
"on","each",7
"on","march",7
"on","so",7
"on","time",7
"on","two",7
"on","us",7
"on","which",7
"on","you",7
"once","more",7
"one","step",7
"one","time",7
"one","which",7
"ones","who",7
"opened","the",7
"or","any",7
"or","anything",7
"or","have",7
"or","how",7
"or","twice",7
"or","whatever",7
"other","words",7
"ought","to",7
"our","bodies",7
"our","home",7
"our","little",7
"our","new",7
"our","society",7
"out","so",7
"paid","for",7
"passion","for",7
"people","do",7
"people","dont",7
"people","on",7
"people","that",7
"people","the",7
"perfect","for",7
"person","is",7
"person","to",7
"perspective","on",7
"place","is",7
"plans","for",7
"players","and",7
"please","do",7
"plus","a",7
"point","out",7
"post","a",7
"post","is",7
"prepared","to",7
"prime","minister",7
"probably","be",7
"probably","have",7
"project","is",7
"question","of",7
"reach","the",7
"readers","who",7
"reading","and",7
"real","estate",7
"real","life",7
"really","a",7
"really","liked",7
"really","the",7
"really","was",7
"receive","a",7
"received","a",7
"recipe","for",7
"red","and",7
"refer","to",7
"relation","to",7
"released","in",7
"rely","on",7
"remember","what",7
"replace","the",7
"responsibility","for",7
"right","thing",7
"right","way",7
"rock","and",7
"room","for",7
"room","with",7
"safe","and",7
"said","and",7
"said","but",7
"said","if",7
"salt","and",7
"sat","on",7
"saturday","and",7
"saturday","morning",7
"sauce","and",7
"saw","it",7
"saw","that",7
"say","about",7
"say","you",7
"says","it",7
"scheduled","to",7
"school","for",7
"school","in",7
"school","to",7
"see","him",7
"seem","like",7
"send","me",7
"sent","to",7
"series","and",7
"several","of",7
"shall","be",7
"shape","of",7
"she","and",7
"she","made",7
"she","makes",7
"shes","not",7
"show","and",7
"show","you",7
"simple","and",7
"since","my",7
"sister","and",7
"sleep","and",7
"so","and",7
"so","hard",7
"so","ill",7
"so","nice",7
"so","now",7
"so","often",7
"some","point",7
"some","things",7
"some","very",7
"some","way",7
"someone","elses",7
"someone","you",7
"something","different",7
"something","in",7
"something","more",7
"sound","like",7
"sounds","like",7
"south","african",7
"start","by",7
"stir","in",7
"stopped","and",7
"sugar","and",7
"sure","what",7
"sure","why",7
"take","your",7
"taken","a",7
"taking","the",7
"tea","and",7
"team","and",7
"team","that",7
"telling","me",7
"ten","years",7
"tends","to",7
"th","anniversary",7
"than","anything",7
"than","one",7
"that","an",7
"that","being",7
"that","does",7
"that","from",7
"that","like",7
"that","only",7
"that","same",7
"that","should",7
"that","stuff",7
"that","used",7
"thats","just",7
"the","animals",7
"the","army",7
"the","bag",7
"the","bar",7
"the","basis",7
"the","battle",7
"the","bed",7
"the","benefits",7
"the","blue",7
"the","bus",7
"the","campaign",7
"the","cause",7
"the","challenges",7
"the","change",7
"the","circle",7
"the","class",7
"the","cross",7
"the","date",7
"the","deep",7
"the","dogs",7
"the","driver",7
"the","east",7
"the","ending",7
"the","english",7
"the","european",7
"the","extra",7
"the","form",7
"the","free",7
"the","freedom",7
"the","giants",7
"the","golden",7
"the","hell",7
"the","hunger",7
"the","individual",7
"the","international",7
"the","lake",7
"the","mail",7
"the","meantime",7
"the","memory",7
"the","menu",7
"the","military",7
"the","mouth",7
"the","movies",7
"the","normal",7
"the","office",7
"the","open",7
"the","papers",7
"the","part",7
"the","pattern",7
"the","photos",7
"the","piece",7
"the","political",7
"the","press",7
"the","program",7
"the","rd",7
"the","regular",7
"the","republican",7
"the","result",7
"the","screen",7
"the","set",7
"the","seven",7
"the","shadow",7
"the","shape",7
"the","sides",7
"the","sort",7
"the","south",7
"the","stairs",7
"the","stories",7
"the","sugar",7
"the","sweet",7
"the","task",7
"the","teams",7
"the","thought",7
"the","total",7
"the","trees",7
"the","winner",7
"the","writing",7
"their","best",7
"their","friends",7
"them","both",7
"then","again",7
"then","theres",7
"there","may",7
"there","the",7
"there","to",7
"theres","the",7
"they","arent",7
"they","find",7
"they","found",7
"they","start",7
"thing","as",7
"things","out",7
"things","were",7
"think","there",7
"think","to",7
"thinking","that",7
"this","challenge",7
"this","could",7
"this","person",7
"this","process",7
"this","question",7
"this","whole",7
"those","two",7
"though","that",7
"though","they",7
"thought","they",7
"threat","to",7
"through","his",7
"time","a",7
"tired","of",7
"to","actually",7
"to","attend",7
"to","compete",7
"to","cool",7
"to","determine",7
"to","develop",7
"to","enjoy",7
"to","handle",7
"to","hide",7
"to","identify",7
"to","order",7
"to","other",7
"to","own",7
"to","pm",7
"to","promote",7
"to","reach",7
"to","really",7
"to","remain",7
"to","sing",7
"to","to",7
"to","treat",7
"to","two",7
"together","in",7
"together","the",7
"together","we",7
"together","with",7
"ton","of",7
"too","and",7
"too","busy",7
"too","the",7
"toward","the",7
"transformed","into",7
"truth","is",7
"until","they",7
"until","we",7
"up","an",7
"us","as",7
"us","on",7
"us","we",7
"use","for",7
"use","my",7
"used","in",7
"versions","of",7
"very","close",7
"very","first",7
"want","a",7
"want","this",7
"wanted","it",7
"war","and",7
"was","being",7
"was","hard",7
"was","playing",7
"was","ready",7
"waste","of",7
"watch","a",7
"water","i",7
"way","he",7
"way","out",7
"we","actually",7
"we","both",7
"we","find",7
"we","headed",7
"we","only",7
"we","put",7
"we","read",7
"we","really",7
"we","saw",7
"we","started",7
"we","use",7
"wearing","a",7
"week","is",7
"week","we",7
"weeks","and",7
"weeks","of",7
"were","at",7
"were","so",7
"what","its",7
"what","kind",7
"what","your",7
"what","youre",7
"whenever","i",7
"whether","the",7
"which","of",7
"while","she",7
"who","do",7
"who","knows",7
"who","made",7
"who","need",7
"why","he",7
"why","its",7
"why","would",7
"will","become",7
"will","bring",7
"will","definitely",7
"will","help",7
"will","say",7
"will","start",7
"will","take",7
"will","work",7
"win","the",7
"with","so",7
"with","someone",7
